title,author,journal,issn,volume,pages,date,display_date,doi,citations,year
Effects of repeated brief exposures on the growth of a percept,Haber R.,Journal of Experimental Psychology,00221015,69,40-46,1965-01-01,January 1965,10.1037/h0021572,52,1965
A reversed partial-reinforcement effect,Pavlik W.B.,Journal of Experimental Psychology,00221015,70,417-423,1965-01-01,October 1965,10.1037/h0022364,32,1965
GENERALIZATION OF POSITIVE AND NEGATIVE RESPONSE BIASES,HERSEN M.,Journal of Experimental Psychology,00221015,72,834-840,1966-12-01,December 1966,10.1037/h0023870,3,1966
EFFECT OF MEAN AND VARIABILITY OF EVENT RUN LENGTH ON TWO-CHOICE LEARNING,GAMBINO B.,Journal of Experimental Psychology,00221015,72,904-908,1966-12-01,December 1966,10.1037/h0023869,6,1966
A comparison of rate and contingency of classical and instrumental reinforcement upon the acquisition and extinction of the human eyelid CR,Fleming R.,Journal of Experimental Psychology,00221015,72,488-491,1966-10-01,October 1966,10.1037/h0023771,3,1966
Some effects of partial advance information on choice reaction with fixed or variable S-R mapping,Shaffer L.H.,Journal of Experimental Psychology,00221015,72,541-545,1966-10-01,October 1966,10.1037/h0023749,30,1966
Reversal and nonreversal shift learning in retardates as a function of overtraining,Ohlrich E.,Journal of Experimental Psychology,00221015,72,622-624,1966-10-01,October 1966,10.1037/h0023836,5,1966
"Response speed following failure in a two-choice game as a function of reward, punishment, and response pattern",Wyer R.,Journal of Experimental Psychology,00221015,72,571-579,1966-10-01,October 1966,10.1037/h0023751,0,1966
Effects of multiple stimulus validity and criterion dispersion on learning of interval concepts,Uhl C.N.,Journal of Experimental Psychology,00221015,72,519-527,1966-10-01,October 1966,10.1037/h0023758,19,1966
Effects of anxiety and intelligence on concept formation,Denny J.,Journal of Experimental Psychology,00221015,72,596-602,1966-10-01,October 1966,10.1037/h0023786,27,1966
Feedback and the delay-retention effect,Markowitz N.,Journal of Experimental Psychology,00221015,72,452-455,1966-09-01,September 1966,10.1037/h0023643,11,1966
Mediation and interference in verbal chaining,Martin J.,Journal of Experimental Psychology,00221015,72,439-442,1966-09-01,September 1966,10.1037/h0023641,0,1966
Effects of awareness and threat of shock on verbal conditioning,Spielberger C.,Journal of Experimental Psychology,00221015,72,434-438,1966-09-01,September 1966,10.1037/h0023642,3,1966
Accuracy of absolute visual distance and size estimation in space as a function of stereopsis and motion parallax,Dees J.,Journal of Experimental Psychology,00221015,72,466-476,1966-09-01,September 1966,10.1037/h0023629,14,1966
Transfer of verbal discriminations based on differential reward magnitudes,Estes W.,Journal of Experimental Psychology,00221015,72,276-283,1966-08-01,August 1966,10.1037/h0023450,13,1966
Sequence of delayed reward and nonrewarded trials,Capaldi E.,Journal of Experimental Psychology,00221015,72,307-310,1966-08-01,August 1966,10.1037/h0023498,1,1966
On the role of interference in short-term retention,Posner M.I.,Journal of Experimental Psychology,00221015,72,221-231,1966-08-01,August 1966,10.1037/h0023458,109,1966
Unavailability and associative loss in RI and PI: Second try,Ceraso J.,Journal of Experimental Psychology,00221015,72,314-316,1966-08-01,August 1966,10.1037/h0023455,7,1966
Effects of CS and UCS relationships on electrodermal response and heart rate,Zimny G.,Journal of Experimental Psychology,00221015,72,177-181,1966-08-01,August 1966,10.1037/h0023462,7,1966
Effect of intrastimulus agreement and conflict upon conditioned discrimination and reversal of the eyelid response,Levy C.,Journal of Experimental Psychology,00221015,72,76-84,1966-07-01,July 1966,10.1037/h0023330,1,1966
Independence of successive inputs and uncorrelated error in visual form perception,Eriksen C.W.,Journal of Experimental Psychology,00221015,72,26-35,1966-07-01,July 1966,10.1037/h0023316,51,1966
Effects of non-rewarded forced responding on acquisition and reversal of a position discrimination,Uhl C.N.,Journal of Experimental Psychology,00221015,72,113-119,1966-07-01,July 1966,10.1037/h0023353,2,1966
Two replications of avoidance conditioning of the GSR,Kimmel H.D.,Journal of Experimental Psychology,00221015,72,151-152,1966-07-01,July 1966,10.1037/h0023348,2,1966
Continuing memory and information processing,Sanders A.F.,Journal of Experimental Psychology,00221015,71,844-848,1966-06-01,June 1966,10.1037/h0023231,2,1966
Memory in concept attainment: Effects of giving several problems concurrently,Restle F.,Journal of Experimental Psychology,00221015,71,794-799,1966-06-01,June 1966,10.1037/h0023230,11,1966
All-or-none learning of attributes,Bregman A.,Journal of Experimental Psychology,00221015,71,785-793,1966-06-01,June 1966,10.1037/h0023210,6,1966
Recovery of conditioned UCR diminution following extinction,Morrow M.,Journal of Experimental Psychology,00221015,71,884-888,1966-06-01,June 1966,10.1037/h0023214,14,1966
Generalization of serial position in rote serial learning,Hicks R.,Journal of Experimental Psychology,00221015,71,916-917,1966-06-01,June 1966,10.1037/h0023211,7,1966
Operant conditioning and associated electromyogram responses,Rice D.,Journal of Experimental Psychology,00221015,71,908-912,1966-06-01,June 1966,10.1037/h0023215,12,1966
Some artifactual causes of perceptual primacy,Ayres J.,Journal of Experimental Psychology,00221015,71,896-901,1966-06-01,June 1966,10.1037/h0023196,6,1966
Stimulus meaning and complexity as factors in the transfer of stimulus predifferentiation,Ellis H.C.,Journal of Experimental Psychology,00221015,71,629-633,1966-05-01,May 1966,10.1037/h0023102,3,1966
Influence of luminance on a two-choice decision task,Nazzaro J.R.,Journal of Experimental Psychology,00221015,71,696-699,1966-05-01,May 1966,10.1037/h0023121,3,1966
Information encoding and decision time as variables in human choice behavior,Herman L.M.,Journal of Experimental Psychology,00221015,71,718-724,1966-05-01,May 1966,10.1037/h0023120,5,1966
Verbal behavior and problem solving: Some effects of labeling in a functional fixedness problem,Glucksberg S.,Journal of Experimental Psychology,00221015,71,659-664,1966-05-01,May 1966,10.1037/h0023118,68,1966
Solution of the two-stimulus transposition problem by four- and five-year-old children,Zeiler M.,Journal of Experimental Psychology,00221015,71,576-579,1966-04-01,April 1966,10.1037/h0023020,5,1966
Transfer of predifferentiation training to gradients of generalization in shape recognition,Ellis H.C.,Journal of Experimental Psychology,00221015,71,539-542,1966-04-01,April 1966,10.1037/h0022978,4,1966
Predicting discrimination learning from differential conditioning with amount of reinforcement as a variable,Champion R.,Journal of Experimental Psychology,00221015,71,529-534,1966-04-01,April 1966,10.1037/h0023011,2,1966
Association by contiguity: Role of response availability,Keppel G.,Journal of Experimental Psychology,00221015,71,624-628,1966-04-01,April 1966,10.1037/h0022991,4,1966
Anxiety and eyelid conditioning,Ominsky M.,Journal of Experimental Psychology,00221015,71,471-472,1966-03-01,March 1966,10.1037/h0022981,8,1966
Effect of amount of pretraining with identical and dissimilar stimuli on concept learning,Petre R.D.,Journal of Experimental Psychology,00221015,71,472-474,1966-03-01,March 1966,10.1037/h0023002,0,1966
Stimulus generalization of a positive conditioned reinforcer: III. The new learning method,Caronite S.C.,Journal of Experimental Psychology,00221015,71,385-388,1966-03-01,March 1966,10.1037/h0023013,0,1966
Effect of a composite instructional set on responses to complex sounds,Rule S.,Journal of Experimental Psychology,00221015,71,200-202,1966-02-01,February 1966,10.1037/h0022832,0,1966
Intermediate size discrimination in seven- and eight-year-old children,Zeiler M.,Journal of Experimental Psychology,00221015,71,203-207,1966-02-01,February 1966,10.1037/h0022887,4,1966
"Effect of interpolated extinction and level of training on the ""depression effect.""",Vogel J.R.,Journal of Experimental Psychology,00221015,72,51-60,1966-01-01,July 1966,10.1037/h0023356,13,1966
Percentage of reinforcement and reward magnitude effects in a T maze: Between and within subjects,Spear N.E.,Journal of Experimental Psychology,00221015,71,521-528,1966-01-01,April 1966,10.1037/h0023014,16,1966
Unlearning in serial learning,Keppel G.,Journal of Experimental Psychology,00221015,71,143-149,1966-01-01,January 1966,10.1037/h0022647,0,1966
Effect of contextual associations upon selective reaction time in a numeral-naming task,Forrin B.,Journal of Experimental Psychology,00221015,71,40-46,1966-01-01,January 1966,10.1037/h0022635,3,1966
Abstraction in verbal paired-associate learning,Musgrave B.,Journal of Experimental Psychology,00221015,71,1-8,1966-01-01,January 1966,10.1037/h0022650,0,1966
Effects of stimulus complexity and restrictive responses,Goldstein I.,Journal of Experimental Psychology,00221015,71,104-108,1966-01-01,January 1966,10.1037/h0022637,1,1966
Prediction of responses to multidimensional from responses to unidimensional stimuli,Corcoran D.,Journal of Experimental Psychology,00221015,71,47-54,1966-01-01,January 1966,10.1037/h0022631,2,1966
DIFFERENTIAL EFFECTS OF KNOWLEDGE OF RESULTS AND MONETARY REWARD UPON OPTIMAL CHOICE BEHAVIOR UNDER RISK,MEYER D.E.,Journal of Experimental Psychology,00221015,75,520-524,1967-12-01,December 1967,10.1037/h0025138,2,1967
EFFECT OF SUPPLEMENTAL VISUAL CUES ON ROTARY PURSUIT,GORDON N.B.,Journal of Experimental Psychology,00221015,75,566-568,1967-12-01,December 1967,10.1037/h0025122,4,1967
THE RELATIVE DESIRABILITY OR AVERSIVENESS OF IMMEDIATE AND DELAYED FOOD AND SHOCK,RENNER K.E.,Journal of Experimental Psychology,00221015,75,568-570,1967-12-01,December 1967,10.1037/h0025142,2,1967
EFFECTS OF DISCRIMINATION TRAINING ON STIMULUS GENERALIZATION FOR HUMAN SUBJECTS,DOLL T.J.,Journal of Experimental Psychology,00221015,75,508-512,1967-12-01,December 1967,10.1037/h0025116,29,1967
Compatibility and Time-Sharing in Serial Reaction Time,Keele S.,Journal of Experimental Psychology,00221015,75,529-539,1967-12-01,December 1967,10.1037/h0021283,21,1967
EXTINGUISHING AVOIDANCE RESPONSES AS A FUNCTION OF DELAYED WARNING SIGNAL TERMINATION,KATZEV R.,Journal of Experimental Psychology,00221015,75,339-344,1967-11-01,November 1967,10.1037/h0025069,22,1967
SUPPRESSION OF GSR ACTIVITY THROUGH OPERANT REINFORCEMENT,JOHNSON H.J.,Journal of Experimental Psychology,00221015,75,307-312,1967-11-01,November 1967,10.1037/h0025064,11,1967
FUNCTION OF TEST TRIALS IN PAIRED-ASSOCIATE LEARNING,IZAWA C.,Journal of Experimental Psychology,00221015,75,194-209,1967-10-01,October 1967,10.1037/h0024971,46,1967
EFFECT OF INTERTRIAL REINFORCEMENT FOLLOWING A SUBSTANTIAL NUMBER OF CONSISTENTLY REWARDED TRIALS,CAPALDI E.,Journal of Experimental Psychology,00221015,75,135-138,1967-09-01,September 1967,10.1037/h0024918,4,1967
AN INVESTIGATION OF CONDITIONS DETERMINING CONTRAST EFFECTS IN DIFFERENTIAL REWARD CONDITIONING,LUDVIGSON H.,Journal of Experimental Psychology,00221015,75,37-42,1967-09-01,September 1967,10.1037/h0024917,26,1967
SHORT-TERM RETENTION OF INDIVIDUAL PAIRED ASSOCIATES AS A FUNCTION OF CONCEPTUAL CATEGORY,ROBINSON G.,Journal of Experimental Psychology,00221015,75,133-135,1967-09-01,September 1967,10.1037/h0024912,0,1967
RESISTANCE TO EXTINCTION AS A FUNCTION OF NUMBER OF N-R TRANSITIONS AND PERCENTAGE OF REINFORCEMENT,SPIVEY J.,Journal of Experimental Psychology,00221015,75,43-48,1967-09-01,September 1967,10.1037/h0024919,14,1967
SOME TEMPORAL CHARACTERISTICS OF VISUAL PATTERN PERCEPTION,ERIKSEN C.W.,Journal of Experimental Psychology,00221015,74,476-484,1967-08-01,August 1967,10.1037/h0024765,202,1967
Variables Determining Concept Conservation in Children,Sigel I.,Journal of Experimental Psychology,00221015,74,471-475,1967-08-01,August 1967,10.1037/h0021278,9,1967
RELATION BETWEEN STIMULUS RECOGNITION AND PAIRED-ASSOCIATE LEARNING,MARTIN E.,Journal of Experimental Psychology,00221015,74,500-505,1967-08-01,August 1967,10.1037/h0024784,18,1967
POSITION RESPONDING AND LATENCY OF CHOICE IN SIMULTANEOUS DISCRIMINATION LEARNING,SPERLING S.,Journal of Experimental Psychology,00221015,74,333-341,1967-07-01,July 1967,10.1037/h0024707,1,1967
EYE-MOVEMENT PARAMETERS IN PATTERN RECOGNITION,GOULD J.D.,Journal of Experimental Psychology,00221015,74,225-229,1967-06-01,June 1967,10.1037/h0024559,15,1967
EFFECTS OF PARTIAL REINFORCEMENT ON ACQUISITION AND EXTINCTION OF THE CONDITIONED EYEBLINK IN A MASKING SITUATION,SPENCE K.,Journal of Experimental Psychology,00221015,74,259-263,1967-06-01,June 1967,10.1037/h0024583,5,1967
STIMULUS SELECTION AT DIFFERENT STAGES OF PAIRED-ASSOCIATE LEARNING,JAMES C.T.,Journal of Experimental Psychology,00221015,74,75-83,1967-05-01,May 1967,10.1037/h0024502,16,1967
